,created_at,full_text,likes_count,mentioning_users/0,mentioning_users/1,mentioning_users/2,mentioning_users/3,mentioning_users/4,mentioning_users/5,mentioning_users/6,mentioning_users/7,mentioning_users/8,mentioning_users/9,mentioning_users/10,mentioning_users/11,mentioning_users/12,mentioning_users/13,mentioning_users/14,mentioning_users/15,played_count,quotes_count,replies_count,replying_to/0,replying_to/1,replying_to/2,replying_to/3,replying_to/4,replying_to/5,replying_to/6,replying_to/7,replying_to/8,replying_to/9,replying_to/10,replying_to/11,replying_to/12,replying_to/13,replying_to/14,replying_to/15,replying_to/16,replying_to/17,replying_to/18,replying_to/19,replying_to/20,replying_to/21,replying_to/22,replying_to/23,replying_to/24,replying_to/25,replying_to/26,replying_to/27,replying_to/28,replying_to/29,replying_to/30,replying_to/31,replying_to/32,replying_to/33,replying_to/34,replying_to/35,replying_to/36,replying_to/37,replying_to/38,replying_to/39,replying_to/40,replying_to/41,replying_to/42,replying_to/43,replying_to/44,replying_to/45,replying_to/46,replying_to/47,retweeted_by,retweets_count,tweet_hashtags/0,tweet_hashtags/1,tweet_hashtags/2,tweet_hashtags/3,tweet_hashtags/4,tweet_hashtags/5,tweet_hashtags/6,tweet_hashtags/7,tweet_hashtags/8,tweet_hashtags/9,tweet_hashtags/10,tweet_hashtags/11,tweet_hashtags/12,tweet_hashtags/13,tweet_hashtags/14,tweet_hashtags/15,tweet_hashtags/16,tweet_hashtags/17,tweet_hashtags/18,tweet_hashtags/19,tweet_hashtags/20,tweet_hashtags/21,tweet_hashtags/22,tweet_hashtags/23,tweet_id,tweet_links/0,tweet_links/1,tweet_links/2,tweet_links/3,url,user_is_verified,user_name,language
612,Thu Aug 25 23:18:00 +00:00 2022,"Did you know that safety concerns were expressed regarding the #HPVvaccine by Prof. Mahin Khatami, former program director at the NCI & NIH? ""ncbi.nlm.nih.gov/pmc/articleÖ Sign up to our newsletter: physiciansforinformedconsentÖ ""#InformedConsent #HPV #Gardasil #CervicalCancer #Science",19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,13,#HPVvaccine,#InformedConsent,#HPV,#Gardasil,#CervicalCancer,#Science,,,,,,,,,,,,,,,,,,,1562942424082976769,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5138175,https://physiciansforinformedconsent.org/newsletter/,,,https://twitter.com/picphysicians/status/1562942424082976769,true,3dbf9855,en
621,Thu Aug 11 23:18:00 +00:00 2022,"Did you know inflammation of the brain & spinal cord is most often reported following flu & HPV #vaccines?"" Join PIC: physiciansforinformedconsentÖ ""#Physicians4InformedConsent #1stDoNoHarm #Vaccination #InformedConsent #HPV #HPVvaccine #Gardasil #CervicalCancer #Science #Statistics",15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,9,#vaccines?,#Physicians4InformedConsent,#1stDoNoHarm,#Vaccination,#InformedConsent,#HPV,#HPVvaccine,#Gardasil,#CervicalCancer,#Science,#Statistics,,,,,,,,,,,,,,1557868993075204099,https://physiciansforinformedconsent.org/join/,,,,https://twitter.com/picphysicians/status/1557868993075204099,true,3dbf9855,en
658,Fri Mar 03 19:18:00 +00:00 2023,"«a ne doit pas Ítre facile ‡ avaler pour les antivax... #gardasil #HPV "" D Raoult prÈconise le vaccin pour les garÁons et les filles  "" nitter.net/FlorianJ69/statuÖ",801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,43,601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,147,#gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1631735836478767113,https://nitter.net/FlorianJ69/status/1631133124095627264/video/1,,,,https://twitter.com/DrFranckClarot/status/1631735836478767113,true,b220aabb,fr
664,Tue Mar 07 07:31:00 +00:00 2023,??Pseudo Vaccin HPV #Gardasil aux effets indÈsirables neurologiques connus depuis 2009.Pourquoi  #EMacron prÙne haut et fort dans les Ècoles díinoculer ce produit #toxique ? Posez-vous les bonnes questions.sciencesetavenir.fr/sante/vaÖ,298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,278,#Gardasil,#EMacron,#toxique,,,,,,,,,,,,,,,,,,,,,,1633007525778923521,https://www.sciencesetavenir.fr/sante/vaccin-hpv-gardasil-des-effets-indesirables-neurologiques-connus-depuis-2009_19423,,,,https://twitter.com/Resistance_SM/status/1633007525778923521,true,abd0d0bf,fr
676,Tue Mar 07 07:15:00 +00:00 2023,"??Les effets secondaires de ce pseudo vaccin #Gardasil, du laboratoire Merck diagnostique une #encÈphalomyÈlite, une inflammation grave du systËme nerveux le martyr Post-Vaccinale""""le mÍme produit quí#EMacron veut injecter ‡ TOUS nos enfants ? elle.fr/Societe/News/Vaccin-Ö",188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,194,"#Gardasil,","#encÈphalomyÈlite,",,,,,,,,,,,,,,,,,,,,,,,1633003400139878400,https://www.elle.fr/Societe/News/Vaccin-Gardasil-Marie-Oceane-raconte-son-calvaire-2624114,,,,https://twitter.com/Resistance_SM/status/1633003400139878400,true,abd0d0bf,fr
683,Sun Mar 05 13:43:00 +00:00 2023,"20minutes.fr/sante/802652-20Ö"" #Gardasil Macron essaye-t-il d'en finir dÈfinitivement avec la jeunesse? Il sort la solution finale ?  Ce type est un criminel. ""Article de 2011, @20Minutes (pas ce qu il y a de plus """"""""complotiste antivaxxx"""""""") "" Et pour ceux qui ne prennent pas la peine de lire l article, quelques copies d Ècran, assez rÈvÈlatrices du massacre que Macron est en train de mettre en place . ""#ProtegezLesEnfants de ce psychopathe",57,2bdc9090,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,43,#Gardasil,#ProtegezLesEnfants,,,,,,,,,,,,,,,,,,,,,,,1632376165385084929,https://www.20minutes.fr/sante/802652-20111010-cancer-gardasil-vaccin-effet-boomerang,,,,https://twitter.com/Space_PatriQt17/status/1632376165385084929,true,25521aa8,fr
718,Fri Mar 03 16:47:00 +00:00 2023,"Je comprends que Merck se rabatte sur nous pour nous dealer leur #Gardasil : Aux USA, ils ont la justice aux basquesÖ????",15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,12,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1631697714881626130,,,,,https://twitter.com/lovizinziair/status/1631697714881626130,true,1e33fc57,fr
748,Mon Feb 27 12:38:00 +00:00 2023,"??Vers la vaccination obligatoire contre les Papillomavirus ?""Macron se rendra dans un collËge ‡ Jarnac accompagnÈ de Pap NDIAYE et FranÁois BRAUN. Le dÈplacement sera orientÈ sur le thËme de la vaccination contre les infections ‡ Papillomavirus#Gardasil""charentelibre.fr/sante/emmanÖ",63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,50,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1630185695863029760,https://www.charentelibre.fr/sante/emmanuel-macron-dans-un-college-de-charente-mardi-28-fevrier-14187930.php,,,,https://twitter.com/Carene1984/status/1630185695863029760,true,7c182fc6,fr
789,Wed Mar 01 20:49:00 +00:00 2023,"ìRien ne justifie de recommander le #vaccin #Gardasil contre les #papillomavirusî"""" parismatch.com/Actu/Sante/RiÖ",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#vaccin,#Gardasil,#papillomavirusî,,,,,,,,,,,,,,,,,,,,,,1631033842554290184,https://www.parismatch.com/Actu/Sante/Rien-ne-justifie-de-recommander-le-vaccin-Gardasil-contre-les-infections-au-papillomavirus-1599033,,,,https://twitter.com/ToursInsoumis/status/1631033842554290184,true,620a3023,fr
802,Fri Mar 03 13:17:00 +00:00 2023,"Esaurita la spinta propulsiva del #COVID19 i #novax tornano a sparare nel mucchio contro #vaccini a caso, compreso il #Gardasil contro il #papilloma.""""Imparata la """"""""lezioncina"""""""" del #grafene lo vedono ovunque, anche con strumenti inadeguati"" ""bufale.net/grafene-nel-gardaÖ",5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#COVID19,#novax,#vaccini,#Gardasil,#papilloma.,#grafene,,,,,,,,,,,,,,,,,,,1631644850004058116,https://www.bufale.net/grafene-nel-gardasil-contro-il-papilloma-novax-tornano-alle-basi/,,,,https://twitter.com/Bufalenet/status/1631644850004058116,true,fc282561,it
808,Fri Mar 03 12:50:00 +00:00 2023,"??#papillomavirus""??´Ne vaccinez ni filles, ni garÁons par #Gardasil : un vaccin dangereux et inefficaceª?francesoir.fr/opinions-tribuÖMacron s'active pour vacciner les enfants, alors qu'un procËs s'ouvre aux USA sur les effets secondaires...""?francesoir.fr/societe-sante/Ö",255,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,135,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1631638246328246273,https://www.francesoir.fr/opinions-tribunes/ne-vaccinez-ni-filles-ni-garcons-par-gardasil-un-vaccin-dangereux-et-inefficace,https://www.francesoir.fr/societe-sante/gardasil-l-etonnante-precipitation-d-emmanuel-macron-pour-vacciner-les-enfants,,,https://twitter.com/philippeherlin/status/1631638246328246273,true,7926d0b2,fr
834,Wed Mar 01 20:26:00 +00:00 2023,"#Papillomavirus: 400 mÈdecins contre un #Gardasil """"""""inefficace"""""""" et """"""""trop cher"""""""" lejdd.fr/Societe/400-meÖ via @LeJDD",1,97ea59a8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Papillomavirus:,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1631028163038830595,http://lejdd.fr/Societe/400-me,,,,https://twitter.com/ToursInsoumis/status/1631028163038830595,true,620a3023,fr
853,Fri Mar 03 09:50:00 +00:00 2023,"""""Je ne me risquerais pas ‡ injecter le #Gardasil ‡ ma fille"""""""":""le Dr VÈronique Chabernaud, oncologue (#cancer) et ancien cadre dirigeant d'un grand groupe pharmaceutique, explique ‡ Le Point  ses doutes sur l'efficacitÈ du #vaccin du #papillomavirus. "" lepoint.fr/sante/je-ne-me-riÖ",6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,b0b45724,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,5,#Gardasil,#vaccin,#papillomavirus.,,,,,,,,,,,,,,,,,,,,,,1631592971731718145,https://www.lepoint.fr/sante/je-ne-me-risquerais-pas-a-injecter-le-gardasil-a-ma-fille-27-11-2013-1762248_40.php#11,,,,https://twitter.com/ToursInsoumis/status/1631592971731718145,true,620a3023,fr
861,Fri Mar 03 09:24:00 +00:00 2023,"""""Je ne me risquerais pas ‡ injecter le #Gardasil ‡ ma fille"""""""":""le Dr VÈronique Chabernaud, oncologue et ancien cadre dirigeant d'un grand groupe pharmaceutique, explique au Point.fr ses doutes sur l'efficacitÈ du vaccin. Par†Sophie Bartczak"" lepoint.fr/sante/je-ne-me-riÖ",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1631586329334038528,http://Point.fr,https://www.lepoint.fr/sante/je-ne-me-risquerais-pas-a-injecter-le-gardasil-a-ma-fille-27-11-2013-1762248_40.php#11,,,https://twitter.com/ToursInsoumis/status/1631586329334038528,true,620a3023,fr
870,Fri Mar 03 08:46:00 +00:00 2023,"#Gardasil: Le procËs a """"""""DEBUTE"""""""" aux USA mais comme d'habitude, @france_soir, le champions de la dÈsinformation, estime qu'il est dÈj‡ terminÈ. Rappel: en France le mÍme procËs s'est soldÈ par un non-lieu.",4,ed522992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,ed522992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2,#Gardasil:,,,,,,,,,,,,,,,,,,,,,,,,1631576725141192704,,,,,https://twitter.com/DrAntoineDucret/status/1631576725141192704,true,fabc5d7c,fr
881,Wed Mar 01 18:45:00 +00:00 2023,"TÈmoignage d'OcÈane Bourguignon, piquÈe au #Gardasil ‡ 15 ans. Elle a failli Ítre tÈtraplÈgique ‡ vie ‡ cause de ce vaccin que Macron veut injecter ‡ toutes les adolescentes."""" piped.video/7g-3tXv_06A",27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,17,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1631002844357689344,https://piped.video/7g-3tXv_06A,,,,https://twitter.com/KimJongUnique/status/1631002844357689344,true,4b3002b2,fr
887,Wed Mar 01 18:40:00 +00:00 2023,"En 2014, 400 mÈdecins s'Ètaient ÈlevÈs contre la campagne de vaccination avec le #Gardasil, inefficace et co˚teux. Pourtant, Macron veut faire piquer nos filles, quitte ‡ accroÓtre le dÈficit de la SÈcu pour rien.""""lejdd.fr/Societe/400-medecinÖ",28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,17,"#Gardasil,",,,,,,,,,,,,,,,,,,,,,,,,1631001579301077020,https://www.lejdd.fr/Societe/400-medecins-contre-un-Gardasil-inefficace-et-trop-cher-659198-3187676,,,,https://twitter.com/KimJongUnique/status/1631001579301077020,true,4b3002b2,fr
889,Fri Mar 03 07:10:00 +00:00 2023,"Ils recommencent, comme le Covid, la mÍme manipulation pour nos ados. Parents, ne tombez pas dans le piËge. Ne vaxxinez pas vos enfants avec un poison supplÈmentaire. #Mercks est en procËs de masse aux USA pour le #Gardasil. N'accordez aucune confiance ‡ Macron.",180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,134,#Mercks,#Gardasil.,,,,,,,,,,,,,,,,,,,,,,,1631552712163696640,,,,,https://twitter.com/sergiodde/status/1631552712163696640,true,0d654f51,fr
938,Mon Aug 28 23:39:00 +00:00 2023,"The real battle is Good vs Evil"" If you are doing nothing then you are aiding Evil by default because all Evil needs to succeed is for Good to do nothing. ""#NewWorldOrder #DeepState #Agenda2030 #DepopulationAgenda #Revelation13 #ENDTIMES",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,#NewWorldOrder,#DeepState,#Agenda2030,#DepopulationAgenda,#Revelation13,#ENDTIMES,,,,,,,,,,,,,,,,,,,1696306475390427547,,,,,https://twitter.com/wokeworldorder_/status/1696306475390427547,true,8b6781b9,en
953,Mon Aug 28 23:37:00 +00:00 2023,"The 13 families who are all globalist (WEF WHO UN) New World Order, evil spawn. #Agenda2030 #KlausSchwab",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,4f77e021,65886be3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Agenda2030,#KlausSchwab,,,,,,,,,,,,,,,,,,,,,,,1696305918378459243,,,,,https://twitter.com/JamieWedCoor/status/1696305918378459243,true,b197d844,en
959,Mon Aug 14 23:59:00 +00:00 2023,"We need to fight The Great Reset and #Agenda2030!!!"" This is a phenomenal song called Rich Men North of Richmond by Oliver Anthony... Be sure to give this guy a follow  ??@AintGottaDollar  ""nitter.net/JackPosobiec/staÖ",11,7f87ea9d,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,5,#Agenda2030!!!,,,,,,,,,,,,,,,,,,,,,,,,1691238099139928065,https://nitter.net/JackPosobiec/status/1689863238907727872/video/1,,,,https://twitter.com/IPNBreakingNews/status/1691238099139928065,true,708d87c4,en
986,Mon Jul 31 23:56:00 +00:00 2023,"?? Does the United Nations have an Agenda?  #Agenda2030"" Read the article by @BjornLomborg   ""?? wsj.com/articles/climate-chaÖ",9,fe3e50e2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1686163867334811649,https://www.wsj.com/articles/climate-change-hasnt-set-the-world-on-fire-global-warming-burn-record-low-713ad3a6,,,,https://twitter.com/PanData19/status/1686163867334811649,true,386534f5,en
1017,Tue Aug 22 23:39:00 +00:00 2023,"Want to know why the WEF Globalists have the pedal to the metal with their #Agenda2030 and leak another virus out of the Obama installed bio-labs?"" BRICS - Brazil Russia India China and South Africa! ""Thread??",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1694132158586085735,,,,,https://twitter.com/GinaMacina60/status/1694132158586085735,true,3f8bd9ff,en
1018,Thu Jul 27 23:53:00 +00:00 2023,"You, #Kissinger, #Obama receiving #NobelPrize is an insult to #AlfredNobel. I bet he would scream if only could talk.. What a shame !! #WEF #Agenda2030 #GreatReset #NWO",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,bdf6ce21,92c005b2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,"#Kissinger,",#Obama,#NobelPrize,#AlfredNobel.,#WEF,#Agenda2030,#GreatReset,#NWO,,,,,,,,,,,,,,,,,1684713625854808065,,,,,https://twitter.com/Conservatist_2/status/1684713625854808065,true,43b22f95,en
